Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
02-08-2020,Atlanta Dream,77,Indiana Fever,93,2020,,Sunday,Indiana Fever,Atlanta Dream
02-08-2020,Dallas Wings,70,Las Vegas Aces,79,2020,,Sunday,Las Vegas Aces,Dallas Wings
02-08-2020,Phoenix Mercury,96,New York Liberty,67,2020,,Sunday,Phoenix Mercury,New York Liberty
04-08-2020,Phoenix Mercury,81,Atlanta Dream,74,2020,,Tuesday,Phoenix Mercury,Atlanta Dream
04-08-2020,Dallas Wings,79,Chicago Sky,82,2020,,Tuesday,Chicago Sky,Dallas Wings
04-08-2020,Connecticut Sun,74,Seattle Storm,87,2020,,Tuesday,Seattle Storm,Connecticut Sun
05-08-2020,Indiana Fever,75,Los Angeles Sparks,86,2020,,Wednesday,Los Angeles Sparks,Indiana Fever
05-08-2020,Minnesota Lynx,92,New York Liberty,66,2020,,Wednesday,Minnesota Lynx,New York Liberty
05-08-2020,Las Vegas Aces,83,Washington Mystics,77,2020,,Wednesday,Las Vegas Aces,Washington Mystics
06-08-2020,Seattle Storm,93,Atlanta Dream,92,2020,,Thursday,Seattle Storm,Atlanta Dream
06-08-2020,Connecticut Sun,91,Dallas Wings,68,2020,,Thursday,Connecticut Sun,Dallas Wings
06-08-2020,Chicago Sky,86,Phoenix Mercury,96,2020,,Thursday,Phoenix Mercury,Chicago Sky
07-08-2020,Los Angeles Sparks,82,Las Vegas Aces,86,2020,,Friday,Las Vegas Aces,Los Angeles Sparks
07-08-2020,Indiana Fever,80,Minnesota Lynx,87,2020,,Friday,Minnesota Lynx,Indiana Fever
07-08-2020,New York Liberty,74,Washington Mystics,66,2020,,Friday,New York Liberty,Washington Mystics
08-08-2020,Chicago Sky,100,Connecticut Sun,93,2020,,Saturday,Connecticut Sun,Chicago Sky
08-08-2020,Atlanta Dream,75,Dallas Wings,85,2020,,Saturday,Dallas Wings,Atlanta Dream
08-08-2020,Phoenix Mercury,68,Seattle Storm,74,2020,,Saturday,Seattle Storm,Phoenix Mercury
09-08-2020,Washington Mystics,84,Indiana Fever,91,2020,,Sunday,Indiana Fever,Washington Mystics
09-08-2020,Minnesota Lynx,81,Los Angeles Sparks,97,2020,,Sunday,Los Angeles Sparks,Minnesota Lynx
09-08-2020,Las Vegas Aces,78,New York Liberty,76,2020,,Sunday,Las Vegas Aces,New York Liberty
10-08-2020,Connecticut Sun,93,Atlanta Dream,82,2020,,Monday,Connecticut Sun,Atlanta Dream
10-08-2020,Phoenix Mercury,91,Dallas Wings,79,2020,,Monday,Phoenix Mercury,Dallas Wings
10-08-2020,Chicago Sky,71,Seattle Storm,89,2020,,Monday,Seattle Storm,Chicago Sky
11-08-2020,Las Vegas Aces,98,Indiana Fever,79,2020,,Tuesday,Las Vegas Aces,Indiana Fever
11-08-2020,New York Liberty,78,Los Angeles Sparks,93,2020,,Tuesday,Los Angeles Sparks,New York Liberty
11-08-2020,Washington Mystics,48,Minnesota Lynx,68,2020,,Tuesday,Minnesota Lynx,Washington Mystics
12-08-2020,Phoenix Mercury,71,Chicago Sky,89,2020,,Wednesday,Chicago Sky,Phoenix Mercury
12-08-2020,Dallas Wings,66,Connecticut Sun,70,2020,,Wednesday,Connecticut Sun,Dallas Wings
12-08-2020,Atlanta Dream,63,Seattle Storm,100,2020,,Wednesday,Atlanta Dream,Seattle Storm
13-08-2020,Minnesota Lynx,77,Las Vegas Aces,87,2020,,Thursday,Las Vegas Aces,Minnesota Lynx
13-08-2020,Indiana Fever,86,New York Liberty,79,2020,,Thursday,Indiana Fever,New York Liberty
13-08-2020,Los Angeles Sparks,81,Washington Mystics,64,2020,,Thursday,Los Angeles Sparks,Washington Mystics
14-08-2020,Connecticut Sun,77,Chicago Sky,74,2020,,Friday,Connecticut Sun,Chicago Sky
14-08-2020,Seattle Storm,83,Dallas Wings,65,2020,,Friday,Seattle Storm,Dallas Wings
14-08-2020,Atlanta Dream,80,Phoenix Mercury,96,2020,,Friday,Phoenix Mercury,Atlanta Dream
15-08-2020,Los Angeles Sparks,90,Indiana Fever,76,2020,,Saturday,Los Angeles Sparks,Indiana Fever
15-08-2020,Washington Mystics,73,Las Vegas Aces,88,2020,,Saturday,Las Vegas Aces,Washington Mystics
15-08-2020,New York Liberty,64,Minnesota Lynx,94,2020,,Saturday,Minnesota Lynx,New York Liberty
16-08-2020,Chicago Sky,92,Atlanta Dream,67,2020,,Sunday,Chicago Sky,Atlanta Dream
16-08-2020,Seattle Storm,95,Connecticut Sun,72,2020,,Sunday,Seattle Storm,Connecticut Sun
16-08-2020,Dallas Wings,95,Phoenix Mercury,89,2020,,Sunday,Dallas Wings,Phoenix Mercury
18-08-2020,Las Vegas Aces,82,Chicago Sky,84,2020,,Tuesday,Chicago Sky,Las Vegas Aces
18-08-2020,Indiana Fever,62,Connecticut Sun,84,2020,,Tuesday,Connecticut Sun,Indiana Fever
18-08-2020,New York Liberty,64,Seattle Storm,105,2020,,Tuesday,New York Liberty,Seattle Storm
19-08-2020,Phoenix Mercury,74,Los Angeles Sparks,83,2020,,Wednesday,Los Angeles Sparks,Phoenix Mercury
19-08-2020,Dallas Wings,84,Minnesota Lynx,91,2020,,Wednesday,Minnesota Lynx,Dallas Wings
19-08-2020,Atlanta Dream,91,Washington Mystics,98,2020,,Wednesday,Washington Mystics,Atlanta Dream
20-08-2020,Seattle Storm,84,Indiana Fever,90,2020,,Thursday,Indiana Fever,Seattle Storm
20-08-2020,Connecticut Sun,78,Las Vegas Aces,99,2020,,Thursday,Las Vegas Aces,Connecticut Sun
20-08-2020,Chicago Sky,101,New York Liberty,85,2020,,Thursday,New York Liberty,Chicago Sky
21-08-2020,Los Angeles Sparks,93,Atlanta Dream,85,2020,,Friday,Los Angeles Sparks,Atlanta Dream
21-08-2020,Washington Mystics,92,Dallas Wings,101,2020,,Friday,Washington Mystics,Dallas Wings
21-08-2020,Minnesota Lynx,90,Phoenix Mercury,80,2020,,Friday,Minnesota Lynx,Phoenix Mercury
22-08-2020,Indiana Fever,76,Chicago Sky,87,2020,,Saturday,Chicago Sky,Indiana Fever
22-08-2020,New York Liberty,65,Connecticut Sun,82,2020,,Saturday,Connecticut Sun,New York Liberty
22-08-2020,Seattle Storm,74,Las Vegas Aces,82,2020,,Saturday,Las Vegas Aces,Seattle Storm
23-08-2020,Dallas Wings,81,Los Angeles Sparks,84,2020,,Sunday,Los Angeles Sparks,Dallas Wings
23-08-2020,Atlanta Dream,78,Minnesota Lynx,75,2020,,Sunday,Atlanta Dream,Minnesota Lynx
23-08-2020,Phoenix Mercury,88,Washington Mystics,87,2020,,Sunday,Phoenix Mercury,Washington Mystics
25-08-2020,New York Liberty,101,Chicago Sky,99,2020,,Tuesday,Chicago Sky,New York Liberty
25-08-2020,Las Vegas Aces,96,Dallas Wings,92,2020,,Tuesday,Las Vegas Aces,Dallas Wings
25-08-2020,Indiana Fever,74,Seattle Storm,87,2020,,Tuesday,Seattle Storm,Indiana Fever
28-08-2020,Minnesota Lynx,88,Atlanta Dream,79,2020,,Friday,Minnesota Lynx,Atlanta Dream
28-08-2020,Los Angeles Sparks,80,Connecticut Sun,76,2020,,Friday,Los Angeles Sparks,Connecticut Sun
28-08-2020,Washington Mystics,72,Phoenix Mercury,94,2020,,Friday,Phoenix Mercury,Washington Mystics
29-08-2020,Seattle Storm,88,Chicago Sky,74,2020,,Saturday,Seattle Storm,Chicago Sky
29-08-2020,Dallas Wings,82,Indiana Fever,78,2020,,Saturday,Dallas Wings,Indiana Fever
29-08-2020,New York Liberty,63,Las Vegas Aces,80,2020,,Saturday,Las Vegas Aces,New York Liberty
30-08-2020,Atlanta Dream,79,Los Angeles Sparks,84,2020,,Sunday,Los Angeles Sparks,Atlanta Dream
30-08-2020,Phoenix Mercury,83,Minnesota Lynx,79,2020,,Sunday,Phoenix Mercury,Minnesota Lynx
30-08-2020,Connecticut Sun,76,Washington Mystics,63,2020,,Sunday,Connecticut Sun,Washington Mystics
31-08-2020,Chicago Sky,100,Indiana Fever,77,2020,,Monday,Indiana Fever,Chicago Sky
31-08-2020,Los Angeles Sparks,78,Minnesota Lynx,96,2020,,Monday,Minnesota Lynx,Los Angeles Sparks
01-09-2020,Indiana Fever,90,Atlanta Dream,102,2020,,Tuesday,Indiana Fever,Atlanta Dream
01-09-2020,Phoenix Mercury,92,Las Vegas Aces,85,2020,,Tuesday,Phoenix Mercury,Las Vegas Aces
01-09-2020,Connecticut Sun,70,New York Liberty,65,2020,,Tuesday,Connecticut Sun,New York Liberty
02-09-2020,Minnesota Lynx,86,Chicago Sky,83,2020,,Wednesday,Minnesota Lynx,Chicago Sky
02-09-2020,Los Angeles Sparks,91,Dallas Wings,83,2020,,Wednesday,Los Angeles Sparks,Dallas Wings
02-09-2020,Washington Mystics,64,Seattle Storm,71,2020,,Wednesday,Seattle Storm,Washington Mystics
03-09-2020,Las Vegas Aces,93,Connecticut Sun,78,2020,,Thursday,Las Vegas Aces,Connecticut Sun
03-09-2020,Atlanta Dream,62,New York Liberty,56,2020,,Thursday,Atlanta Dream,New York Liberty
03-09-2020,Indiana Fever,81,Phoenix Mercury,105,2020,,Thursday,Indiana Fever,Phoenix Mercury
04-09-2020,Minnesota Lynx,88,Dallas Wings,75,2020,,Friday,Minnesota Lynx,Dallas Wings
04-09-2020,Seattle Storm,90,Los Angeles Sparks,89,2020,,Friday,Seattle Storm,Los Angeles Sparks
04-09-2020,Chicago Sky,69,Washington Mystics,79,2020,,Friday,Washington Mystics,Chicago Sky
05-09-2020,Las Vegas Aces,89,Atlanta Dream,79,2020,,Saturday,Las Vegas Aces,Atlanta Dream
05-09-2020,Connecticut Sun,96,Indiana Fever,77,2020,,Saturday,Connecticut Sun,Indiana Fever
05-09-2020,New York Liberty,67,Phoenix Mercury,83,2020,,Saturday,Phoenix Mercury,New York Liberty
06-09-2020,Chicago Sky,80,Los Angeles Sparks,86,2020,,Sunday,Los Angeles Sparks,Chicago Sky
06-09-2020,Seattle Storm,103,Minnesota Lynx,88,2020,,Sunday,Minnesota Lynx,Seattle Storm
06-09-2020,Dallas Wings,101,Washington Mystics,94,2020,,Sunday,Washington Mystics,Dallas Wings
07-09-2020,Connecticut Sun,85,Phoenix Mercury,70,2020,,Monday,Connecticut Sun,Phoenix Mercury
08-09-2020,Indiana Fever,86,Las Vegas Aces,92,2020,,Tuesday,Las Vegas Aces,Indiana Fever
08-09-2020,Los Angeles Sparks,96,New York Liberty,70,2020,,Tuesday,Los Angeles Sparks,New York Liberty
08-09-2020,Minnesota Lynx,86,Washington Mystics,89,2020,,Tuesday,Washington Mystics,Minnesota Lynx
09-09-2020,Atlanta Dream,97,Chicago Sky,89,2020,,Wednesday,Atlanta Dream,Chicago Sky
09-09-2020,Phoenix Mercury,100,Connecticut Sun,95,2020,,Wednesday,Connecticut Sun,Phoenix Mercury
09-09-2020,Dallas Wings,95,Seattle Storm,107,2020,,Wednesday,Dallas Wings,Seattle Storm
10-09-2020,New York Liberty,75,Indiana Fever,85,2020,,Thursday,Indiana Fever,New York Liberty
10-09-2020,Washington Mystics,80,Los Angeles Sparks,72,2020,,Thursday,Washington Mystics,Los Angeles Sparks
10-09-2020,Las Vegas Aces,104,Minnesota Lynx,89,2020,,Thursday,Minnesota Lynx,Las Vegas Aces
11-09-2020,Atlanta Dream,82,Connecticut Sun,75,2020,,Friday,Atlanta Dream,Connecticut Sun
11-09-2020,Chicago Sky,95,Dallas Wings,88,2020,,Friday,Chicago Sky,Dallas Wings
11-09-2020,Seattle Storm,83,Phoenix Mercury,60,2020,,Friday,Seattle Storm,Phoenix Mercury
12-09-2020,Minnesota Lynx,98,Indiana Fever,86,2020,,Saturday,Minnesota Lynx,Indiana Fever
12-09-2020,Las Vegas Aces,84,Los Angeles Sparks,70,2020,,Saturday,Las Vegas Aces,Los Angeles Sparks
12-09-2020,Washington Mystics,75,New York Liberty,58,2020,,Saturday,Washington Mystics,New York Liberty
13-09-2020,Washington Mystics,85,Atlanta Dream,78,2020,,Sunday,Washington Mystics,Atlanta Dream
13-09-2020,Dallas Wings,82,New York Liberty,79,2020,,Sunday,Dallas Wings,New York Liberty
13-09-2020,Las Vegas Aces,86,Seattle Storm,84,2020,,Sunday,Las Vegas Aces,Seattle Storm
15-09-2020,Connecticut Sun,94,Chicago Sky,81,2020,,Tuesday,Connecticut Sun,Chicago Sky
15-09-2020,Washington Mystics,84,Phoenix Mercury,85,2020,,Tuesday,Phoenix Mercury,Washington Mystics
17-09-2020,Connecticut Sun,73,Los Angeles Sparks,59,2020,,Thursday,Connecticut Sun,Los Angeles Sparks
17-09-2020,Phoenix Mercury,79,Minnesota Lynx,80,2020,,Thursday,Minnesota Lynx,Phoenix Mercury
20-09-2020,Connecticut Sun,87,Las Vegas Aces,62,2020,,Sunday,Connecticut Sun,Las Vegas Aces
22-09-2020,Connecticut Sun,75,Las Vegas Aces,83,2020,,Tuesday,Las Vegas Aces,Connecticut Sun
22-09-2020,Minnesota Lynx,86,Seattle Storm,88,2020,,Tuesday,Seattle Storm,Minnesota Lynx
24-09-2020,Las Vegas Aces,68,Connecticut Sun,77,2020,,Thursday,Connecticut Sun,Las Vegas Aces
24-09-2020,Minnesota Lynx,79,Seattle Storm,89,2020,,Thursday,Seattle Storm,Minnesota Lynx
27-09-2020,Las Vegas Aces,84,Connecticut Sun,75,2020,,Sunday,Las Vegas Aces,Connecticut Sun
27-09-2020,Seattle Storm,92,Minnesota Lynx,71,2020,,Sunday,Seattle Storm,Minnesota Lynx
29-09-2020,Connecticut Sun,63,Las Vegas Aces,66,2020,,Tuesday,Las Vegas Aces,Connecticut Sun
02-10-2020,Seattle Storm,93,Las Vegas Aces,80,2020,,Friday,Seattle Storm,Las Vegas Aces
04-10-2020,Seattle Storm,104,Las Vegas Aces,91,2020,,Sunday,Las Vegas Aces,Seattle Storm
06-10-2020,Las Vegas Aces,59,Seattle Storm,92,2020,,Tuesday,Seattle Storm,Las Vegas Aces
14-05-2021,Connecticut Sun,78,Atlanta Dream,67,2021,Commissioner's Cup Game,Friday,Connecticut Sun,Atlanta Dream
14-05-2021,Dallas Wings,94,Los Angeles Sparks,71,2021,Commissioner's Cup Game,Friday,Dallas Wings,Los Angeles Sparks
14-05-2021,Phoenix Mercury,77,Minnesota Lynx,75,2021,Commissioner's Cup Game,Friday,Phoenix Mercury,Minnesota Lynx
14-05-2021,Indiana Fever,87,New York Liberty,90,2021,Commissioner's Cup Game,Friday,New York Liberty,Indiana Fever
15-05-2021,Las Vegas Aces,83,Seattle Storm,97,2021,Commissioner's Cup Game,Saturday,Seattle Storm,Las Vegas Aces
15-05-2021,Chicago Sky,70,Washington Mystics,56,2021,Commissioner's Cup Game,Saturday,Chicago Sky,Washington Mystics
16-05-2021,Phoenix Mercury,78,Connecticut Sun,86,2021,,Sunday,Connecticut Sun,Phoenix Mercury
16-05-2021,New York Liberty,73,Indiana Fever,65,2021,Commissioner's Cup Game,Sunday,New York Liberty,Indiana Fever
18-05-2021,Minnesota Lynx,75,New York Liberty,86,2021,,Tuesday,New York Liberty,Minnesota Lynx
18-05-2021,Las Vegas Aces,96,Seattle Storm,80,2021,,Tuesday,Las Vegas Aces,Seattle Storm
18-05-2021,Phoenix Mercury,91,Washington Mystics,70,2021,,Tuesday,Phoenix Mercury,Washington Mystics
19-05-2021,Chicago Sky,85,Atlanta Dream,77,2021,Commissioner's Cup Game,Wednesday,Chicago Sky,Atlanta Dream
19-05-2021,Indiana Fever,67,Connecticut Sun,88,2021,Commissioner's Cup Game,Wednesday,Connecticut Sun,Indiana Fever
20-05-2021,Seattle Storm,90,Minnesota Lynx,78,2021,Commissioner's Cup Game,Thursday,Seattle Storm,Minnesota Lynx
21-05-2021,Atlanta Dream,83,Indiana Fever,79,2021,Commissioner's Cup Game,Friday,Atlanta Dream,Indiana Fever
21-05-2021,Los Angeles Sparks,69,Las Vegas Aces,97,2021,Commissioner's Cup Game,Friday,Las Vegas Aces,Los Angeles Sparks
21-05-2021,Connecticut Sun,84,Phoenix Mercury,67,2021,,Friday,Connecticut Sun,Phoenix Mercury
21-05-2021,New York Liberty,72,Washington Mystics,101,2021,Commissioner's Cup Game,Friday,New York Liberty,Washington Mystics
22-05-2021,Seattle Storm,100,Dallas Wings,97,2021,Commissioner's Cup Game,Saturday,Dallas Wings,Seattle Storm
23-05-2021,New York Liberty,93,Chicago Sky,85,2021,Commissioner's Cup Game,Sunday,New York Liberty,Chicago Sky
23-05-2021,Washington Mystics,77,Indiana Fever,89,2021,Commissioner's Cup Game,Sunday,Indiana Fever,Washington Mystics
23-05-2021,Connecticut Sun,72,Las Vegas Aces,65,2021,,Sunday,Connecticut Sun,Las Vegas Aces
24-05-2021,Dallas Wings,81,New York Liberty,88,2021,,Monday,New York Liberty,Dallas Wings
25-05-2021,Atlanta Dream,90,Chicago Sky,83,2021,Commissioner's Cup Game,Tuesday,Atlanta Dream,Chicago Sky
25-05-2021,Washington Mystics,85,Indiana Fever,69,2021,,Tuesday,Washington Mystics,Indiana Fever
25-05-2021,Connecticut Sun,87,Seattle Storm,90,2021,,Tuesday,Seattle Storm,Connecticut Sun
26-05-2021,Las Vegas Aces,85,Phoenix Mercury,79,2021,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Phoenix Mercury
27-05-2021,Dallas Wings,95,Atlanta Dream,101,2021,,Thursday,Dallas Wings,Atlanta Dream
28-05-2021,Los Angeles Sparks,76,Chicago Sky,61,2021,,Friday,Los Angeles Sparks,Chicago Sky
28-05-2021,Washington Mystics,81,Connecticut Sun,86,2021,Commissioner's Cup Game,Friday,Connecticut Sun,Washington Mystics
28-05-2021,Indiana Fever,77,Las Vegas Aces,113,2021,,Friday,Indiana Fever,Las Vegas Aces
28-05-2021,Minnesota Lynx,72,Seattle Storm,82,2021,Commissioner's Cup Game,Friday,Seattle Storm,Minnesota Lynx
29-05-2021,Phoenix Mercury,89,Dallas Wings,85,2021,Commissioner's Cup Game,Saturday,Phoenix Mercury,Dallas Wings
29-05-2021,Atlanta Dream,90,New York Liberty,87,2021,Commissioner's Cup Game,Saturday,Atlanta Dream,New York Liberty
30-05-2021,Los Angeles Sparks,82,Chicago Sky,79,2021,,Sunday,Los Angeles Sparks,Chicago Sky
30-05-2021,Indiana Fever,78,Las Vegas Aces,101,2021,,Sunday,Indiana Fever,Las Vegas Aces
30-05-2021,Connecticut Sun,74,Minnesota Lynx,79,2021,,Sunday,Minnesota Lynx,Connecticut Sun
01-06-2021,Phoenix Mercury,84,Chicago Sky,83,2021,,Tuesday,Phoenix Mercury,Chicago Sky
01-06-2021,Las Vegas Aces,67,Connecticut Sun,74,2021,,Tuesday,Connecticut Sun,Las Vegas Aces
01-06-2021,Los Angeles Sparks,69,Dallas Wings,79,2021,Commissioner's Cup Game,Tuesday,Dallas Wings,Los Angeles Sparks
01-06-2021,Indiana Fever,73,Seattle Storm,88,2021,,Tuesday,Seattle Storm,Indiana Fever
03-06-2021,Indiana Fever,63,Los Angeles Sparks,98,2021,,Thursday,Los Angeles Sparks,Indiana Fever
03-06-2021,Las Vegas Aces,94,New York Liberty,82,2021,,Thursday,Las Vegas Aces,New York Liberty
03-06-2021,Chicago Sky,74,Phoenix Mercury,77,2021,,Thursday,Phoenix Mercury,Chicago Sky
04-06-2021,Atlanta Dream,84,Minnesota Lynx,86,2021,,Friday,Minnesota Lynx,Atlanta Dream
04-06-2021,Dallas Wings,102,Seattle Storm,105,2021,Commissioner's Cup Game,Friday,Seattle Storm,Dallas Wings
05-06-2021,New York Liberty,64,Connecticut Sun,85,2021,Commissioner's Cup Game,Saturday,Connecticut Sun,New York Liberty
05-06-2021,Chicago Sky,63,Los Angeles Sparks,68,2021,,Saturday,Los Angeles Sparks,Chicago Sky
05-06-2021,Las Vegas Aces,96,Washington Mystics,93,2021,,Saturday,Las Vegas Aces,Washington Mystics
06-06-2021,Atlanta Dream,80,Minnesota Lynx,100,2021,,Sunday,Atlanta Dream,Minnesota Lynx
06-06-2021,Dallas Wings,68,Seattle Storm,67,2021,,Sunday,Dallas Wings,Seattle Storm
08-06-2021,Dallas Wings,85,Phoenix Mercury,81,2021,Commissioner's Cup Game,Tuesday,Dallas Wings,Phoenix Mercury
08-06-2021,Minnesota Lynx,81,Washington Mystics,85,2021,,Tuesday,Washington Mystics,Minnesota Lynx
09-06-2021,Seattle Storm,95,Atlanta Dream,71,2021,,Wednesday,Seattle Storm,Atlanta Dream
09-06-2021,Indiana Fever,76,Chicago Sky,92,2021,Commissioner's Cup Game,Wednesday,Chicago Sky,Indiana Fever
10-06-2021,Los Angeles Sparks,71,Washington Mystics,89,2021,,Thursday,Washington Mystics,Los Angeles Sparks
11-06-2021,Seattle Storm,86,Atlanta Dream,75,2021,,Friday,Seattle Storm,Atlanta Dream
11-06-2021,Dallas Wings,77,Phoenix Mercury,59,2021,,Friday,Dallas Wings,Phoenix Mercury
12-06-2021,Chicago Sky,83,Indiana Fever,79,2021,Commissioner's Cup Game,Saturday,Chicago Sky,Indiana Fever
12-06-2021,Los Angeles Sparks,64,Minnesota Lynx,80,2021,Commissioner's Cup Game,Saturday,Minnesota Lynx,Los Angeles Sparks
13-06-2021,Washington Mystics,78,Atlanta Dream,101,2021,Commissioner's Cup Game,Sunday,Washington Mystics,Atlanta Dream
13-06-2021,Seattle Storm,89,Connecticut Sun,66,2021,,Sunday,Seattle Storm,Connecticut Sun
13-06-2021,Dallas Wings,78,Las Vegas Aces,85,2021,Commissioner's Cup Game,Sunday,Las Vegas Aces,Dallas Wings
13-06-2021,New York Liberty,85,Phoenix Mercury,83,2021,,Sunday,New York Liberty,Phoenix Mercury
15-06-2021,Seattle Storm,87,Indiana Fever,70,2021,,Tuesday,Seattle Storm,Indiana Fever
15-06-2021,New York Liberty,78,Las Vegas Aces,100,2021,,Tuesday,New York Liberty,Las Vegas Aces
15-06-2021,Chicago Sky,105,Minnesota Lynx,89,2021,,Tuesday,Minnesota Lynx,Chicago Sky
16-06-2021,Phoenix Mercury,80,Los Angeles Sparks,85,2021,Commissioner's Cup Game,Wednesday,Los Angeles Sparks,Phoenix Mercury
17-06-2021,Connecticut Sun,75,Chicago Sky,81,2021,Commissioner's Cup Game,Thursday,Chicago Sky,Connecticut Sun
17-06-2021,Minnesota Lynx,85,Dallas Wings,73,2021,Commissioner's Cup Game,Thursday,Minnesota Lynx,Dallas Wings
17-06-2021,Seattle Storm,79,Indiana Fever,69,2021,,Thursday,Seattle Storm,Indiana Fever
17-06-2021,New York Liberty,76,Las Vegas Aces,103,2021,,Thursday,New York Liberty,Las Vegas Aces
17-06-2021,Atlanta Dream,93,Washington Mystics,96,2021,Commissioner's Cup Game,Thursday,Washington Mystics,Atlanta Dream
18-06-2021,Phoenix Mercury,80,Los Angeles Sparks,66,2021,,Friday,Phoenix Mercury,Los Angeles Sparks
19-06-2021,Connecticut Sun,81,Chicago Sky,91,2021,,Saturday,Chicago Sky,Connecticut Sun
19-06-2021,Minnesota Lynx,77,Dallas Wings,95,2021,,Saturday,Dallas Wings,Minnesota Lynx
19-06-2021,Indiana Fever,77,Washington Mystics,82,2021,Commissioner's Cup Game,Saturday,Washington Mystics,Indiana Fever
20-06-2021,New York Liberty,76,Los Angeles Sparks,73,2021,,Sunday,New York Liberty,Los Angeles Sparks
22-06-2021,Dallas Wings,70,Connecticut Sun,80,2021,,Tuesday,Connecticut Sun,Dallas Wings
22-06-2021,Chicago Sky,92,New York Liberty,72,2021,Commissioner's Cup Game,Tuesday,Chicago Sky,New York Liberty
22-06-2021,Washington Mystics,87,Seattle Storm,83,2021,,Tuesday,Washington Mystics,Seattle Storm
23-06-2021,Minnesota Lynx,87,Atlanta Dream,85,2021,,Wednesday,Minnesota Lynx,Atlanta Dream
24-06-2021,Dallas Wings,89,Indiana Fever,64,2021,,Thursday,Dallas Wings,Indiana Fever
24-06-2021,Washington Mystics,82,Los Angeles Sparks,89,2021,,Thursday,Los Angeles Sparks,Washington Mystics
24-06-2021,Chicago Sky,91,New York Liberty,68,2021,,Thursday,Chicago Sky,New York Liberty
25-06-2021,Las Vegas Aces,89,Minnesota Lynx,90,2021,Commissioner's Cup Game,Friday,Minnesota Lynx,Las Vegas Aces
26-06-2021,New York Liberty,101,Atlanta Dream,78,2021,Commissioner's Cup Game,Saturday,Atlanta Dream,New York Liberty
26-06-2021,Washington Mystics,74,Dallas Wings,85,2021,,Saturday,Dallas Wings,Washington Mystics
27-06-2021,Chicago Sky,58,Connecticut Sun,74,2021,Commissioner's Cup Game,Sunday,Connecticut Sun,Chicago Sky
27-06-2021,Seattle Storm,92,Las Vegas Aces,95,2021,Commissioner's Cup Game,Sunday,Las Vegas Aces,Seattle Storm
27-06-2021,Los Angeles Sparks,79,Phoenix Mercury,88,2021,Commissioner's Cup Game,Sunday,Phoenix Mercury,Los Angeles Sparks
29-06-2021,New York Liberty,69,Atlanta Dream,73,2021,,Tuesday,Atlanta Dream,New York Liberty
29-06-2021,Connecticut Sun,90,Washington Mystics,71,2021,Commissioner's Cup Game,Tuesday,Connecticut Sun,Washington Mystics
30-06-2021,Chicago Sky,91,Dallas Wings,81,2021,,Wednesday,Chicago Sky,Dallas Wings
30-06-2021,Las Vegas Aces,99,Los Angeles Sparks,75,2021,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Los Angeles Sparks
30-06-2021,Minnesota Lynx,82,Phoenix Mercury,76,2021,Commissioner's Cup Game,Wednesday,Minnesota Lynx,Phoenix Mercury
01-07-2021,Connecticut Sun,86,Indiana Fever,80,2021,Commissioner's Cup Game,Thursday,Connecticut Sun,Indiana Fever
02-07-2021,Chicago Sky,91,Dallas Wings,100,2021,,Friday,Chicago Sky,Dallas Wings
02-07-2021,Las Vegas Aces,66,Los Angeles Sparks,58,2021,,Friday,Las Vegas Aces,Los Angeles Sparks
02-07-2021,Atlanta Dream,88,Seattle Storm,91,2021,,Friday,Seattle Storm,Atlanta Dream
03-07-2021,Connecticut Sun,67,Indiana Fever,73,2021,,Saturday,Indiana Fever,Connecticut Sun
03-07-2021,Washington Mystics,79,New York Liberty,82,2021,Commissioner's Cup Game,Saturday,New York Liberty,Washington Mystics
03-07-2021,Minnesota Lynx,99,Phoenix Mercury,68,2021,,Saturday,Minnesota Lynx,Phoenix Mercury
04-07-2021,Seattle Storm,84,Los Angeles Sparks,74,2021,Commissioner's Cup Game,Sunday,Seattle Storm,Los Angeles Sparks
04-07-2021,Atlanta Dream,95,Las Vegas Aces,118,2021,,Sunday,Atlanta Dream,Las Vegas Aces
05-07-2021,Dallas Wings,96,New York Liberty,99,2021,,Monday,New York Liberty,Dallas Wings
07-07-2021,Phoenix Mercury,99,Las Vegas Aces,90,2021,Commissioner's Cup Game,Wednesday,Phoenix Mercury,Las Vegas Aces
07-07-2021,Dallas Wings,79,Minnesota Lynx,85,2021,Commissioner's Cup Game,Wednesday,Minnesota Lynx,Dallas Wings
07-07-2021,Los Angeles Sparks,62,Seattle Storm,71,2021,Commissioner's Cup Game,Wednesday,Seattle Storm,Los Angeles Sparks
09-07-2021,Atlanta Dream,72,Connecticut Sun,84,2021,Commissioner's Cup Game,Friday,Connecticut Sun,Atlanta Dream
09-07-2021,New York Liberty,69,Indiana Fever,82,2021,,Friday,Indiana Fever,New York Liberty
09-07-2021,Minnesota Lynx,77,Las Vegas Aces,67,2021,Commissioner's Cup Game,Friday,Minnesota Lynx,Las Vegas Aces
09-07-2021,Seattle Storm,77,Phoenix Mercury,85,2021,Commissioner's Cup Game,Friday,Phoenix Mercury,Seattle Storm
10-07-2021,Washington Mystics,89,Chicago Sky,85,2021,Commissioner's Cup Game,Saturday,Washington Mystics,Chicago Sky
