Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
11-07-2021,Indiana Fever,79,Atlanta Dream,68,2021,Commissioner's Cup Game,Sunday,Indiana Fever,Atlanta Dream
11-07-2021,Las Vegas Aces,95,Dallas Wings,79,2021,Commissioner's Cup Game,Sunday,Las Vegas Aces,Dallas Wings
11-07-2021,Minnesota Lynx,86,Los Angeles Sparks,61,2021,Commissioner's Cup Game,Sunday,Minnesota Lynx,Los Angeles Sparks
11-07-2021,Connecticut Sun,71,New York Liberty,54,2021,Commissioner's Cup Game,Sunday,Connecticut Sun,New York Liberty
11-07-2021,Phoenix Mercury,75,Seattle Storm,82,2021,Commissioner's Cup Game,Sunday,Seattle Storm,Phoenix Mercury
15-08-2021,Seattle Storm,85,Chicago Sky,87,2021,,Sunday,Chicago Sky,Seattle Storm
15-08-2021,Connecticut Sun,80,Dallas Wings,59,2021,,Sunday,Connecticut Sun,Dallas Wings
15-08-2021,Indiana Fever,70,Los Angeles Sparks,75,2021,,Sunday,Los Angeles Sparks,Indiana Fever
15-08-2021,Washington Mystics,83,Las Vegas Aces,84,2021,,Sunday,Las Vegas Aces,Washington Mystics
15-08-2021,New York Liberty,78,Minnesota Lynx,88,2021,,Sunday,Minnesota Lynx,New York Liberty
15-08-2021,Atlanta Dream,81,Phoenix Mercury,92,2021,,Sunday,Phoenix Mercury,Atlanta Dream
17-08-2021,Dallas Wings,80,Chicago Sky,76,2021,,Tuesday,Dallas Wings,Chicago Sky
17-08-2021,Minnesota Lynx,60,Connecticut Sun,72,2021,,Tuesday,Connecticut Sun,Minnesota Lynx
17-08-2021,Atlanta Dream,80,Los Angeles Sparks,85,2021,,Tuesday,Los Angeles Sparks,Atlanta Dream
17-08-2021,Washington Mystics,83,Las Vegas Aces,93,2021,,Tuesday,Las Vegas Aces,Washington Mystics
17-08-2021,Indiana Fever,80,Phoenix Mercury,84,2021,,Tuesday,Phoenix Mercury,Indiana Fever
18-08-2021,Seattle Storm,79,New York Liberty,83,2021,,Wednesday,New York Liberty,Seattle Storm
19-08-2021,Minnesota Lynx,71,Connecticut Sun,82,2021,,Thursday,Connecticut Sun,Minnesota Lynx
19-08-2021,Atlanta Dream,64,Los Angeles Sparks,66,2021,,Thursday,Los Angeles Sparks,Atlanta Dream
19-08-2021,Washington Mystics,64,Phoenix Mercury,77,2021,,Thursday,Phoenix Mercury,Washington Mystics
20-08-2021,Indiana Fever,83,Dallas Wings,81,2021,,Friday,Indiana Fever,Dallas Wings
20-08-2021,Seattle Storm,99,New York Liberty,83,2021,,Friday,Seattle Storm,New York Liberty
21-08-2021,Phoenix Mercury,84,Atlanta Dream,69,2021,,Saturday,Phoenix Mercury,Atlanta Dream
21-08-2021,Minnesota Lynx,101,Chicago Sky,95,2021,,Saturday,Chicago Sky,Minnesota Lynx
22-08-2021,Los Angeles Sparks,86,New York Liberty,83,2021,,Sunday,Los Angeles Sparks,New York Liberty
22-08-2021,Seattle Storm,85,Washington Mystics,78,2021,,Sunday,Seattle Storm,Washington Mystics
24-08-2021,Chicago Sky,86,Atlanta Dream,79,2021,,Tuesday,Chicago Sky,Atlanta Dream
24-08-2021,Las Vegas Aces,62,Connecticut Sun,76,2021,,Tuesday,Connecticut Sun,Las Vegas Aces
24-08-2021,Seattle Storm,70,Minnesota Lynx,76,2021,,Tuesday,Minnesota Lynx,Seattle Storm
24-08-2021,Los Angeles Sparks,68,Washington Mystics,78,2021,,Tuesday,Washington Mystics,Los Angeles Sparks
25-08-2021,Phoenix Mercury,106,New York Liberty,79,2021,,Wednesday,New York Liberty,Phoenix Mercury
26-08-2021,Las Vegas Aces,78,Atlanta Dream,71,2021,,Thursday,Las Vegas Aces,Atlanta Dream
26-08-2021,Los Angeles Sparks,72,Connecticut Sun,76,2021,,Thursday,Connecticut Sun,Los Angeles Sparks
26-08-2021,Dallas Wings,82,Washington Mystics,77,2021,,Thursday,Dallas Wings,Washington Mystics
27-08-2021,Phoenix Mercury,80,New York Liberty,64,2021,,Friday,Phoenix Mercury,New York Liberty
27-08-2021,Chicago Sky,73,Seattle Storm,69,2021,,Friday,Chicago Sky,Seattle Storm
28-08-2021,Los Angeles Sparks,61,Connecticut Sun,76,2021,,Saturday,Connecticut Sun,Los Angeles Sparks
28-08-2021,Las Vegas Aces,87,Indiana Fever,71,2021,,Saturday,Las Vegas Aces,Indiana Fever
28-08-2021,Dallas Wings,75,Washington Mystics,76,2021,,Saturday,Washington Mystics,Dallas Wings
29-08-2021,Chicago Sky,107,Seattle Storm,75,2021,,Sunday,Seattle Storm,Chicago Sky
31-08-2021,Los Angeles Sparks,72,Indiana Fever,74,2021,,Tuesday,Indiana Fever,Los Angeles Sparks
31-08-2021,New York Liberty,66,Minnesota Lynx,74,2021,,Tuesday,Minnesota Lynx,New York Liberty
31-08-2021,Chicago Sky,83,Phoenix Mercury,103,2021,,Tuesday,Chicago Sky,Phoenix Mercury
31-08-2021,Connecticut Sun,85,Washington Mystics,75,2021,,Tuesday,Connecticut Sun,Washington Mystics
02-09-2021,Atlanta Dream,68,Dallas Wings,72,2021,,Thursday,Dallas Wings,Atlanta Dream
02-09-2021,Chicago Sky,83,Las Vegas Aces,90,2021,,Thursday,Las Vegas Aces,Chicago Sky
02-09-2021,Los Angeles Sparks,57,Minnesota Lynx,66,2021,,Thursday,Minnesota Lynx,Los Angeles Sparks
02-09-2021,New York Liberty,75,Seattle Storm,85,2021,,Thursday,Seattle Storm,New York Liberty
04-09-2021,Phoenix Mercury,87,Indiana Fever,65,2021,,Saturday,Phoenix Mercury,Indiana Fever
04-09-2021,Washington Mystics,75,Minnesota Lynx,93,2021,,Saturday,Minnesota Lynx,Washington Mystics
05-09-2021,Las Vegas Aces,84,Chicago Sky,92,2021,,Sunday,Chicago Sky,Las Vegas Aces
05-09-2021,Atlanta Dream,69,Dallas Wings,64,2021,,Sunday,Atlanta Dream,Dallas Wings
06-09-2021,Phoenix Mercury,86,Indiana Fever,81,2021,,Monday,Phoenix Mercury,Indiana Fever
07-09-2021,Connecticut Sun,83,Dallas Wings,56,2021,,Tuesday,Connecticut Sun,Dallas Wings
07-09-2021,Washington Mystics,71,Seattle Storm,105,2021,,Tuesday,Washington Mystics,Seattle Storm
08-09-2021,Phoenix Mercury,76,Atlanta Dream,75,2021,,Wednesday,Phoenix Mercury,Atlanta Dream
08-09-2021,Minnesota Lynx,81,Las Vegas Aces,102,2021,,Wednesday,Minnesota Lynx,Las Vegas Aces
09-09-2021,Connecticut Sun,75,Los Angeles Sparks,57,2021,,Thursday,Connecticut Sun,Los Angeles Sparks
10-09-2021,Indiana Fever,72,Minnesota Lynx,89,2021,,Friday,Minnesota Lynx,Indiana Fever
10-09-2021,Atlanta Dream,74,Washington Mystics,82,2021,,Friday,Washington Mystics,Atlanta Dream
11-09-2021,New York Liberty,76,Dallas Wings,77,2021,,Saturday,Dallas Wings,New York Liberty
11-09-2021,Connecticut Sun,76,Phoenix Mercury,67,2021,,Saturday,Connecticut Sun,Phoenix Mercury
12-09-2021,Washington Mystics,79,Chicago Sky,71,2021,,Sunday,Washington Mystics,Chicago Sky
12-09-2021,Seattle Storm,53,Los Angeles Sparks,81,2021,,Sunday,Los Angeles Sparks,Seattle Storm
12-09-2021,Indiana Fever,80,Minnesota Lynx,90,2021,,Sunday,Minnesota Lynx,Indiana Fever
13-09-2021,Dallas Wings,75,Las Vegas Aces,85,2021,,Monday,Las Vegas Aces,Dallas Wings
14-09-2021,Indiana Fever,78,Atlanta Dream,85,2021,,Tuesday,Atlanta Dream,Indiana Fever
15-09-2021,New York Liberty,69,Connecticut Sun,98,2021,,Wednesday,Connecticut Sun,New York Liberty
16-09-2021,Los Angeles Sparks,74,Atlanta Dream,68,2021,,Thursday,Los Angeles Sparks,Atlanta Dream
17-09-2021,Las Vegas Aces,103,Chicago Sky,70,2021,,Friday,Chicago Sky,Las Vegas Aces
17-09-2021,Minnesota Lynx,92,Indiana Fever,73,2021,,Friday,Minnesota Lynx,Indiana Fever
17-09-2021,Washington Mystics,80,New York Liberty,91,2021,,Friday,New York Liberty,Washington Mystics
17-09-2021,Phoenix Mercury,85,Seattle Storm,94,2021,,Friday,Seattle Storm,Phoenix Mercury
19-09-2021,Indiana Fever,87,Chicago Sky,98,2021,,Sunday,Chicago Sky,Indiana Fever
19-09-2021,Atlanta Dream,64,Connecticut Sun,84,2021,,Sunday,Connecticut Sun,Atlanta Dream
19-09-2021,Los Angeles Sparks,84,Dallas Wings,87,2021,,Sunday,Dallas Wings,Los Angeles Sparks
19-09-2021,Las Vegas Aces,84,Phoenix Mercury,83,2021,,Sunday,Las Vegas Aces,Phoenix Mercury
19-09-2021,Minnesota Lynx,83,Washington Mystics,77,2021,,Sunday,Minnesota Lynx,Washington Mystics
23-09-2021,Dallas Wings,64,Chicago Sky,81,2021,,Thursday,Chicago Sky,Dallas Wings
23-09-2021,New York Liberty,82,Phoenix Mercury,83,2021,,Thursday,Phoenix Mercury,New York Liberty
26-09-2021,Chicago Sky,89,Minnesota Lynx,76,2021,,Sunday,Chicago Sky,Minnesota Lynx
26-09-2021,Phoenix Mercury,85,Seattle Storm,80,2021,,Sunday,Phoenix Mercury,Seattle Storm
28-09-2021,Chicago Sky,101,Connecticut Sun,95,2021,,Tuesday,Connecticut Sun,Chicago Sky
28-09-2021,Phoenix Mercury,90,Las Vegas Aces,96,2021,,Tuesday,Las Vegas Aces,Phoenix Mercury
30-09-2021,Chicago Sky,68,Connecticut Sun,79,2021,,Thursday,Connecticut Sun,Chicago Sky
30-09-2021,Phoenix Mercury,117,Las Vegas Aces,91,2021,,Thursday,Las Vegas Aces,Phoenix Mercury
03-10-2021,Connecticut Sun,83,Chicago Sky,86,2021,,Sunday,Chicago Sky,Connecticut Sun
03-10-2021,Las Vegas Aces,60,Phoenix Mercury,87,2021,,Sunday,Phoenix Mercury,Las Vegas Aces
06-10-2021,Connecticut Sun,69,Chicago Sky,79,2021,,Wednesday,Chicago Sky,Connecticut Sun
06-10-2021,Las Vegas Aces,93,Phoenix Mercury,76,2021,,Wednesday,Las Vegas Aces,Phoenix Mercury
08-10-2021,Phoenix Mercury,87,Las Vegas Aces,84,2021,,Friday,Phoenix Mercury,Las Vegas Aces
10-10-2021,Chicago Sky,91,Phoenix Mercury,77,2021,,Sunday,Chicago Sky,Phoenix Mercury
13-10-2021,Chicago Sky,86,Phoenix Mercury,91,2021,,Wednesday,Phoenix Mercury,Chicago Sky
15-10-2021,Phoenix Mercury,50,Chicago Sky,86,2021,,Friday,Chicago Sky,Phoenix Mercury
17-10-2021,Phoenix Mercury,74,Chicago Sky,80,2021,,Sunday,Chicago Sky,Phoenix Mercury
06-05-2022,Los Angeles Sparks,98,Chicago Sky,91,2022,,Friday,Los Angeles Sparks,Chicago Sky
06-05-2022,Las Vegas Aces,106,Phoenix Mercury,88,2022,Commissioner's Cup Game,Friday,Phoenix Mercury,Las Vegas Aces
06-05-2022,Minnesota Lynx,74,Seattle Storm,97,2022,Commissioner's Cup Game,Friday,Seattle Storm,Minnesota Lynx
06-05-2022,Indiana Fever,70,Washington Mystics,84,2022,Commissioner's Cup Game,Friday,Washington Mystics,Indiana Fever
07-05-2022,Atlanta Dream,66,Dallas Wings,59,2022,,Saturday,Atlanta Dream,Dallas Wings
07-05-2022,Connecticut Sun,79,New York Liberty,81,2022,Commissioner's Cup Game,Saturday,New York Liberty,Connecticut Sun
08-05-2022,Los Angeles Sparks,87,Indiana Fever,77,2022,,Sunday,Los Angeles Sparks,Indiana Fever
08-05-2022,Seattle Storm,74,Las Vegas Aces,85,2022,Commissioner's Cup Game,Sunday,Las Vegas Aces,Seattle Storm
08-05-2022,Washington Mystics,78,Minnesota Lynx,66,2022,,Sunday,Washington Mystics,Minnesota Lynx
10-05-2022,Minnesota Lynx,76,Indiana Fever,82,2022,,Tuesday,Indiana Fever,Minnesota Lynx
10-05-2022,Las Vegas Aces,76,Washington Mystics,89,2022,,Tuesday,Washington Mystics,Las Vegas Aces
11-05-2022,Los Angeles Sparks,75,Atlanta Dream,77,2022,,Wednesday,Atlanta Dream,Los Angeles Sparks
11-05-2022,New York Liberty,50,Chicago Sky,83,2022,Commissioner's Cup Game,Wednesday,Chicago Sky,New York Liberty
11-05-2022,Seattle Storm,77,Phoenix Mercury,97,2022,Commissioner's Cup Game,Wednesday,Phoenix Mercury,Seattle Storm
13-05-2022,Las Vegas Aces,96,Atlanta Dream,73,2022,,Friday,Las Vegas Aces,Atlanta Dream
13-05-2022,Indiana Fever,92,New York Liberty,86,2022,Commissioner's Cup Game,Friday,Indiana Fever,New York Liberty
13-05-2022,Dallas Wings,94,Washington Mystics,86,2022,,Friday,Dallas Wings,Washington Mystics
14-05-2022,Los Angeles Sparks,60,Connecticut Sun,77,2022,,Saturday,Connecticut Sun,Los Angeles Sparks
14-05-2022,Chicago Sky,82,Minnesota Lynx,78,2022,,Saturday,Chicago Sky,Minnesota Lynx
14-05-2022,Phoenix Mercury,69,Seattle Storm,64,2022,Commissioner's Cup Game,Saturday,Phoenix Mercury,Seattle Storm
15-05-2022,Atlanta Dream,85,Indiana Fever,79,2022,Commissioner's Cup Game,Sunday,Atlanta Dream,Indiana Fever
15-05-2022,Dallas Wings,81,New York Liberty,71,2022,,Sunday,Dallas Wings,New York Liberty
17-05-2022,Washington Mystics,84,Dallas Wings,68,2022,,Tuesday,Washington Mystics,Dallas Wings
17-05-2022,Atlanta Dream,101,Indiana Fever,79,2022,,Tuesday,Indiana Fever,Atlanta Dream
17-05-2022,Minnesota Lynx,87,Los Angeles Sparks,84,2022,Commissioner's Cup Game,Tuesday,Minnesota Lynx,Los Angeles Sparks
17-05-2022,Phoenix Mercury,74,Las Vegas Aces,86,2022,Commissioner's Cup Game,Tuesday,Las Vegas Aces,Phoenix Mercury
17-05-2022,Connecticut Sun,92,New York Liberty,65,2022,,Tuesday,Connecticut Sun,New York Liberty
18-05-2022,Chicago Sky,71,Seattle Storm,74,2022,,Wednesday,Seattle Storm,Chicago Sky
19-05-2022,Minnesota Lynx,87,Las Vegas Aces,93,2022,Commissioner's Cup Game,Thursday,Las Vegas Aces,Minnesota Lynx
19-05-2022,Dallas Wings,94,Phoenix Mercury,84,2022,Commissioner's Cup Game,Thursday,Dallas Wings,Phoenix Mercury
20-05-2022,Washington Mystics,78,Atlanta Dream,73,2022,Commissioner's Cup Game,Friday,Washington Mystics,Atlanta Dream
20-05-2022,Indiana Fever,85,Connecticut Sun,94,2022,Commissioner's Cup Game,Friday,Connecticut Sun,Indiana Fever
20-05-2022,Los Angeles Sparks,80,Seattle Storm,83,2022,Commissioner's Cup Game,Friday,Seattle Storm,Los Angeles Sparks
21-05-2022,Minnesota Lynx,78,Dallas Wings,94,2022,Commissioner's Cup Game,Saturday,Dallas Wings,Minnesota Lynx
21-05-2022,Phoenix Mercury,80,Las Vegas Aces,100,2022,,Saturday,Phoenix Mercury,Las Vegas Aces
22-05-2022,Connecticut Sun,92,Indiana Fever,70,2022,Commissioner's Cup Game,Sunday,Connecticut Sun,Indiana Fever
22-05-2022,Chicago Sky,82,Washington Mystics,73,2022,Commissioner's Cup Game,Sunday,Chicago Sky,Washington Mystics
23-05-2022,Los Angeles Sparks,76,Las Vegas Aces,104,2022,Commissioner's Cup Game,Monday,Los Angeles Sparks,Las Vegas Aces
24-05-2022,Indiana Fever,90,Chicago Sky,95,2022,Commissioner's Cup Game,Tuesday,Chicago Sky,Indiana Fever
24-05-2022,Dallas Wings,85,Connecticut Sun,77,2022,,Tuesday,Dallas Wings,Connecticut Sun
24-05-2022,New York Liberty,78,Minnesota Lynx,84,2022,,Tuesday,Minnesota Lynx,New York Liberty
24-05-2022,Atlanta Dream,50,Washington Mystics,70,2022,Commissioner's Cup Game,Tuesday,Washington Mystics,Atlanta Dream
25-05-2022,Phoenix Mercury,94,Los Angeles Sparks,99,2022,Commissioner's Cup Game,Wednesday,Los Angeles Sparks,Phoenix Mercury
26-05-2022,Dallas Wings,68,Connecticut Sun,99,2022,,Thursday,Connecticut Sun,Dallas Wings
27-05-2022,Los Angeles Sparks,96,Indiana Fever,101,2022,,Friday,Los Angeles Sparks,Indiana Fever
27-05-2022,New York Liberty,71,Seattle Storm,79,2022,,Friday,Seattle Storm,New York Liberty
28-05-2022,Las Vegas Aces,83,Chicago Sky,76,2022,,Saturday,Las Vegas Aces,Chicago Sky
28-05-2022,Washington Mystics,71,Connecticut Sun,79,2022,Commissioner's Cup Game,Saturday,Connecticut Sun,Washington Mystics
29-05-2022,Phoenix Mercury,54,Atlanta Dream,81,2022,,Sunday,Atlanta Dream,Phoenix Mercury
29-05-2022,Los Angeles Sparks,85,Minnesota Lynx,83,2022,Commissioner's Cup Game,Sunday,Los Angeles Sparks,Minnesota Lynx
29-05-2022,New York Liberty,61,Seattle Storm,92,2022,,Sunday,Seattle Storm,New York Liberty
31-05-2022,Phoenix Mercury,70,Chicago Sky,73,2022,,Tuesday,Chicago Sky,Phoenix Mercury
31-05-2022,Washington Mystics,87,Indiana Fever,75,2022,Commissioner's Cup Game,Tuesday,Washington Mystics,Indiana Fever
31-05-2022,Dallas Wings,91,Los Angeles Sparks,93,2022,Commissioner's Cup Game,Tuesday,Los Angeles Sparks,Dallas Wings
31-05-2022,Connecticut Sun,81,Las Vegas Aces,89,2022,,Tuesday,Las Vegas Aces,Connecticut Sun
01-06-2022,Minnesota Lynx,76,Atlanta Dream,84,2022,,Wednesday,Atlanta Dream,Minnesota Lynx
01-06-2022,Indiana Fever,74,New York Liberty,87,2022,,Wednesday,New York Liberty,Indiana Fever
02-06-2022,Connecticut Sun,97,Las Vegas Aces,90,2022,,Thursday,Connecticut Sun,Las Vegas Aces
03-06-2022,Chicago Sky,73,Atlanta Dream,65,2022,Commissioner's Cup Game,Friday,Chicago Sky,Atlanta Dream
03-06-2022,Connecticut Sun,92,Phoenix Mercury,88,2022,,Friday,Connecticut Sun,Phoenix Mercury
03-06-2022,Dallas Wings,68,Seattle Storm,51,2022,Commissioner's Cup Game,Friday,Dallas Wings,Seattle Storm
03-06-2022,New York Liberty,74,Washington Mystics,70,2022,Commissioner's Cup Game,Friday,New York Liberty,Washington Mystics
05-06-2022,Indiana Fever,66,Atlanta Dream,75,2022,Commissioner's Cup Game,Sunday,Atlanta Dream,Indiana Fever
05-06-2022,Washington Mystics,82,Chicago Sky,91,2022,Commissioner's Cup Game,Sunday,Chicago Sky,Washington Mystics
05-06-2022,Dallas Wings,78,Las Vegas Aces,84,2022,Commissioner's Cup Game,Sunday,Las Vegas Aces,Dallas Wings
05-06-2022,Minnesota Lynx,84,New York Liberty,77,2022,,Sunday,Minnesota Lynx,New York Liberty
05-06-2022,Los Angeles Sparks,74,Phoenix Mercury,81,2022,Commissioner's Cup Game,Sunday,Phoenix Mercury,Los Angeles Sparks
05-06-2022,Connecticut Sun,93,Seattle Storm,86,2022,,Sunday,Connecticut Sun,Seattle Storm
07-06-2022,Minnesota Lynx,69,New York Liberty,88,2022,,Tuesday,New York Liberty,Minnesota Lynx
07-06-2022,Atlanta Dream,60,Seattle Storm,72,2022,,Tuesday,Seattle Storm,Atlanta Dream
08-06-2022,Indiana Fever,69,Connecticut Sun,88,2022,,Wednesday,Connecticut Sun,Indiana Fever
08-06-2022,Chicago Sky,82,Washington Mystics,84,2022,,Wednesday,Washington Mystics,Chicago Sky
10-06-2022,Chicago Sky,83,Connecticut Sun,79,2022,Commissioner's Cup Game,Friday,Chicago Sky,Connecticut Sun
10-06-2022,Seattle Storm,89,Dallas Wings,88,2022,Commissioner's Cup Game,Friday,Seattle Storm,Dallas Wings
10-06-2022,New York Liberty,97,Indiana Fever,83,2022,Commissioner's Cup Game,Friday,New York Liberty,Indiana Fever
10-06-2022,Washington Mystics,76,Minnesota Lynx,59,2022,,Friday,Washington Mystics,Minnesota Lynx
10-06-2022,Atlanta Dream,88,Phoenix Mercury,90,2022,,Friday,Phoenix Mercury,Atlanta Dream
11-06-2022,Las Vegas Aces,89,Los Angeles Sparks,72,2022,Commissioner's Cup Game,Saturday,Las Vegas Aces,Los Angeles Sparks
12-06-2022,Seattle Storm,84,Dallas Wings,79,2022,,Sunday,Seattle Storm,Dallas Wings
12-06-2022,Indiana Fever,84,Minnesota Lynx,80,2022,,Sunday,Indiana Fever,Minnesota Lynx
12-06-2022,Chicago Sky,88,New York Liberty,86,2022,Commissioner's Cup Game,Sunday,Chicago Sky,New York Liberty
12-06-2022,Phoenix Mercury,99,Washington Mystics,90,2022,,Sunday,Phoenix Mercury,Washington Mystics
14-06-2022,Seattle Storm,81,Minnesota Lynx,79,2022,Commissioner's Cup Game,Tuesday,Seattle Storm,Minnesota Lynx
14-06-2022,Phoenix Mercury,65,Washington Mystics,83,2022,,Tuesday,Washington Mystics,Phoenix Mercury
15-06-2022,Atlanta Dream,92,Connecticut Sun,105,2022,Commissioner's Cup Game,Wednesday,Atlanta Dream,Connecticut Sun
15-06-2022,Las Vegas Aces,92,Dallas Wings,84,2022,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Dallas Wings
15-06-2022,Phoenix Mercury,93,Indiana Fever,80,2022,,Wednesday,Phoenix Mercury,Indiana Fever
16-06-2022,Washington Mystics,65,New York Liberty,77,2022,Commissioner's Cup Game,Thursday,New York Liberty,Washington Mystics
17-06-2022,Atlanta Dream,100,Chicago Sky,106,2022,Commissioner's Cup Game,Friday,Chicago Sky,Atlanta Dream
17-06-2022,Seattle Storm,71,Connecticut Sun,82,2022,,Friday,Connecticut Sun,Seattle Storm
17-06-2022,Phoenix Mercury,88,Dallas Wings,93,2022,Commissioner's Cup Game,Friday,Dallas Wings,Phoenix Mercury
19-06-2022,Los Angeles Sparks,82,Dallas Wings,92,2022,Commissioner's Cup Game,Sunday,Dallas Wings,Los Angeles Sparks
19-06-2022,Chicago Sky,87,Indiana Fever,89,2022,Commissioner's Cup Game,Sunday,Indiana Fever,Chicago Sky
19-06-2022,Minnesota Lynx,95,Las Vegas Aces,96,2022,,Sunday,Las Vegas Aces,Minnesota Lynx
19-06-2022,Seattle Storm,81,New York Liberty,72,2022,,Sunday,Seattle Storm,New York Liberty
19-06-2022,Connecticut Sun,63,Washington Mystics,71,2022,Commissioner's Cup Game,Sunday,Washington Mystics,Connecticut Sun
21-06-2022,Dallas Wings,75,Atlanta Dream,80,2022,,Tuesday,Atlanta Dream,Dallas Wings
21-06-2022,Washington Mystics,82,Los Angeles Sparks,84,2022,,Tuesday,Los Angeles Sparks,Washington Mystics
21-06-2022,Chicago Sky,104,Las Vegas Aces,95,2022,,Tuesday,Las Vegas Aces,Chicago Sky
21-06-2022,Minnesota Lynx,84,Phoenix Mercury,71,2022,Commissioner's Cup Game,Tuesday,Minnesota Lynx,Phoenix Mercury
22-06-2022,New York Liberty,81,Connecticut Sun,77,2022,Commissioner's Cup Game,Wednesday,New York Liberty,Connecticut Sun
23-06-2022,Indiana Fever,68,Dallas Wings,94,2022,,Thursday,Dallas Wings,Indiana Fever
23-06-2022,Chicago Sky,82,Los Angeles Sparks,59,2022,,Thursday,Chicago Sky,Los Angeles Sparks
23-06-2022,Phoenix Mercury,88,Minnesota Lynx,100,2022,Commissioner's Cup Game,Thursday,Phoenix Mercury,Minnesota Lynx
23-06-2022,Washington Mystics,71,Seattle Storm,85,2022,,Thursday,Seattle Storm,Washington Mystics
24-06-2022,New York Liberty,89,Atlanta Dream,77,2022,Commissioner's Cup Game,Friday,New York Liberty,Atlanta Dream
25-06-2022,Phoenix Mercury,83,Dallas Wings,72,2022,,Saturday,Phoenix Mercury,Dallas Wings
25-06-2022,Washington Mystics,87,Las Vegas Aces,86,2022,,Saturday,Washington Mystics,Las Vegas Aces
25-06-2022,Los Angeles Sparks,85,Seattle Storm,77,2022,,Saturday,Los Angeles Sparks,Seattle Storm
26-06-2022,Connecticut Sun,72,Atlanta Dream,61,2022,Commissioner's Cup Game,Sunday,Connecticut Sun,Atlanta Dream
26-06-2022,Minnesota Lynx,85,Chicago Sky,88,2022,,Sunday,Chicago Sky,Minnesota Lynx
27-06-2022,Las Vegas Aces,79,Los Angeles Sparks,73,2022,,Monday,Las Vegas Aces,Los Angeles Sparks
27-06-2022,Indiana Fever,71,Phoenix Mercury,83,2022,,Monday,Phoenix Mercury,Indiana Fever
28-06-2022,Dallas Wings,64,Minnesota Lynx,92,2022,Commissioner's Cup Game,Tuesday,Minnesota Lynx,Dallas Wings
28-06-2022,Atlanta Dream,74,Washington Mystics,92,2022,,Tuesday,Washington Mystics,Atlanta Dream
29-06-2022,Connecticut Sun,83,Chicago Sky,91,2022,Commissioner's Cup Game,Wednesday,Chicago Sky,Connecticut Sun
29-06-2022,Indiana Fever,78,Phoenix Mercury,99,2022,,Wednesday,Phoenix Mercury,Indiana Fever
29-06-2022,Las Vegas Aces,78,Seattle Storm,88,2022,Commissioner's Cup Game,Wednesday,Seattle Storm,Las Vegas Aces
30-06-2022,Atlanta Dream,92,New York Liberty,81,2022,Commissioner's Cup Game,Thursday,Atlanta Dream,New York Liberty
01-07-2022,Los Angeles Sparks,97,Dallas Wings,89,2022,,Friday,Los Angeles Sparks,Dallas Wings
01-07-2022,Las Vegas Aces,91,Minnesota Lynx,85,2022,Commissioner's Cup Game,Friday,Las Vegas Aces,Minnesota Lynx
01-07-2022,Indiana Fever,57,Seattle Storm,73,2022,,Friday,Seattle Storm,Indiana Fever
02-07-2022,Phoenix Mercury,75,Chicago Sky,91,2022,,Saturday,Chicago Sky,Phoenix Mercury
